XXX ; /tmp/gals-1626830173/ ; 50-110% ; 600 ; 10 ; 20 ; 100000 ; 6000000 ; 119980 ; 53 ;    2.04 ;    2.26 ; 39;0.00 ; 0;0.00 ; 28314;0.47 
XXX ; /tmp/gals-1626830777/ ; 50-110% ; 600 ; 10 ; 20 ; 100000 ; 6000000 ; 119980 ; 56 ;    2.14 ;    2.16 ; 10;0.00 ; 0;0.00 ; 29070;0.48 
XXX ; /tmp/gals-1626831381/ ; 50-110% ; 600 ; 10 ; 40 ; 100000 ; 6000000 ; 240122 ; 63 ;    2.05 ;    2.44 ; 4287;0.07 ; 421;0.18 ; 52502;0.88 
XXX ; /tmp/gals-1626831985/ ; 50-110% ; 600 ; 10 ; 40 ; 100000 ; 6000000 ; 240150 ; 52 ;    2.02 ;    2.48 ; 5027;0.08 ; 434;0.18 ; 51045;0.85 
XXX ; /tmp/gals-1626832590/ ; 50-110% ; 600 ; 10 ; 40 ; 100000 ; 6000000 ; 240174 ; 65 ;    2.07 ;    2.46 ; 5792;0.10 ; 423;0.18 ; 53117;0.89 
XXX ; /tmp/gals-1626833194/ ; 50-110% ; 600 ; 10 ; 40 ; 100000 ; 6000000 ; 240137 ; 53 ;    1.97 ;    2.53 ; 4618;0.08 ; 393;0.16 ; 53599;0.89 
XXX ; /tmp/gals-1626833798/ ; 50-110% ; 600 ; 10 ; 40 ; 100000 ; 6000000 ; 240224 ; 54 ;    1.95 ;    2.57 ; 6791;0.11 ; 438;0.18 ; 50795;0.85 
XXX ; /tmp/gals-1626834402/ ; 50-110% ; 600 ; 10 ; 50 ; 100000 ; 6000000 ; 300034 ; 56 ;    1.98 ;    2.30 ; 1993;0.03 ; 674;0.22 ; 62666;1.04 
XXX ; /tmp/gals-1626835006/ ; 50-110% ; 600 ; 10 ; 50 ; 100000 ; 6000000 ; 300025 ; 51 ;    1.97 ;    2.33 ; 1700;0.03 ; 639;0.21 ; 62515;1.04 
XXX ; /tmp/gals-1626835610/ ; 50-110% ; 600 ; 10 ; 50 ; 100000 ; 6000000 ; 300041 ; 62 ;    2.03 ;    2.39 ; 2145;0.04 ; 682;0.23 ; 62555;1.04 
XXX ; /tmp/gals-1626836214/ ; 50-110% ; 600 ; 10 ; 50 ; 100000 ; 6000000 ; 300045 ; 51 ;    2.09 ;    2.51 ; 2284;0.04 ; 672;0.22 ; 62897;1.05 
XXX ; /tmp/gals-1626836818/ ; 50-110% ; 600 ; 10 ; 50 ; 100000 ; 6000000 ; 300068 ; 61 ;    2.05 ;    2.48 ; 2685;0.04 ; 721;0.24 ; 63348;1.06 
XXX ; /tmp/gals-1626837422/ ; 50-110% ; 600 ; 10 ; 100 ; 100000 ; 6000000 ; 600045 ; 66 ;    1.96 ;    2.80 ; 1799;0.03 ; 2006;0.33 ; 109638;1.83 
XXX ; /tmp/gals-1626838027/ ; 50-110% ; 600 ; 10 ; 100 ; 100000 ; 6000000 ; 600029 ; 68 ;    1.94 ;    2.60 ; 1510;0.03 ; 1994;0.33 ; 107825;1.80 
XXX ; /tmp/gals-1626838631/ ; 50-110% ; 600 ; 10 ; 100 ; 100000 ; 6000000 ; 600049 ; 56 ;    1.89 ;    2.79 ; 1900;0.03 ; 1865;0.31 ; 110394;1.84 
XXX ; /tmp/gals-1626839235/ ; 50-110% ; 600 ; 10 ; 100 ; 100000 ; 6000000 ; 600051 ; 54 ;    1.90 ;    2.78 ; 1808;0.03 ; 1866;0.31 ; 107708;1.80 
XXX ; /tmp/gals-1626839839/ ; 50-110% ; 600 ; 10 ; 100 ; 100000 ; 6000000 ; 600057 ; 55 ;    1.87 ;    2.76 ; 1860;0.03 ; 1878;0.31 ; 106096;1.77 
XXX ; /tmp/gals-1626840443/ ; 50-110% ; 600 ; 10 ; 10 ; 50000 ; 6000000 ; 59990 ; 123 ;    2.38 ;    2.17 ; 47;0.00 ; 0;0.00 ; 16798;0.28 
XXX ; /tmp/gals-1626841047/ ; 50-110% ; 600 ; 10 ; 10 ; 50000 ; 6000000 ; 59990 ; 124 ;    2.02 ;    2.15 ; 15;0.00 ; 0;0.00 ; 19450;0.32 
XXX ; /tmp/gals-1626841651/ ; 50-110% ; 600 ; 10 ; 10 ; 50000 ; 6000000 ; 59990 ; 126 ;    2.10 ;    2.07 ; 12;0.00 ; 0;0.00 ; 17178;0.29 
XXX ; /tmp/gals-1626842256/ ; 50-110% ; 600 ; 10 ; 10 ; 50000 ; 6000000 ; 59990 ; 118 ;    2.23 ;    2.13 ; 18;0.00 ; 0;0.00 ; 15907;0.27 
XXX ; /tmp/gals-1626842860/ ; 50-110% ; 600 ; 10 ; 10 ; 50000 ; 6000000 ; 59990 ; 111 ;    1.93 ;    2.22 ; 43;0.00 ; 0;0.00 ; 15355;0.26 
XXX ; /tmp/gals-1626843464/ ; 50-110% ; 600 ; 10 ; 20 ; 50000 ; 6000000 ; 119980 ; 110 ;    2.18 ;    2.15 ; 28;0.00 ; 0;0.00 ; 32294;0.54 
XXX ; /tmp/gals-1626844068/ ; 50-110% ; 600 ; 10 ; 20 ; 50000 ; 6000000 ; 119981 ; 122 ;    2.08 ;    2.17 ; 107;0.00 ; 1;0.00 ; 30666;0.51 
XXX ; /tmp/gals-1626844672/ ; 50-110% ; 600 ; 10 ; 20 ; 50000 ; 6000000 ; 119978 ; 112 ;    2.09 ;    2.10 ; 74;0.00 ; 0;0.00 ; 30926;0.52 
XXX ; /tmp/gals-1626845276/ ; 50-110% ; 600 ; 10 ; 20 ; 50000 ; 6000000 ; 119980 ; 112 ;    2.29 ;    2.15 ; 32;0.00 ; 0;0.00 ; 31404;0.52 
XXX ; /tmp/gals-1626845880/ ; 50-110% ; 600 ; 10 ; 20 ; 50000 ; 6000000 ; 119980 ; 114 ;    2.39 ;    2.23 ; 101;0.00 ; 1;0.00 ; 30408;0.51 
XXX ; /tmp/gals-1626846484/ ; 50-110% ; 600 ; 10 ; 40 ; 50000 ; 6000000 ; 240135 ; 119 ;    1.90 ;    2.31 ; 4777;0.08 ; 488;0.20 ; 51277;0.85 
XXX ; /tmp/gals-1626847088/ ; 50-110% ; 600 ; 10 ; 40 ; 50000 ; 6000000 ; 240165 ; 124 ;    2.07 ;    2.36 ; 5670;0.09 ; 491;0.20 ; 51988;0.87 
XXX ; /tmp/gals-1626847692/ ; 50-110% ; 600 ; 10 ; 40 ; 50000 ; 6000000 ; 240209 ; 115 ;    1.97 ;    2.31 ; 6420;0.11 ; 468;0.19 ; 51341;0.86 
XXX ; /tmp/gals-1626848296/ ; 50-110% ; 600 ; 10 ; 40 ; 50000 ; 6000000 ; 240107 ; 114 ;    2.61 ;    2.34 ; 4005;0.07 ; 476;0.20 ; 52706;0.88 
